time,hdin
01/01,123.45404
01/02,123.6064
01/03,123.58727
01/04,123.51198
01/05,123.77077
01/06,123.68657
01/07,123.836266
01/08,124.08512
01/09,124.13491
01/10,123.996895
01/11,124.69866
01/12,124.56829
01/13,124.82127
01/14,125.09124
01/15,125.094025
01/16,125.64394
01/17,125.49087
01/18,125.72806
01/19,126.16837
01/20,125.993034
01/21,125.83664
01/22,126.21307
01/23,126.01947
01/24,126.47751
01/25,126.393845
01/26,126.350914
01/27,126.700745
01/28,126.41958
01/29,126.55977
01/30,126.80404
01/31,126.82501
02/01,126.88094
02/02,126.92166
02/03,126.25108
02/04,126.94139
02/05,127.32513
02/06,127.28049
02/07,127.57528
02/08,127.74824
02/09,127.92714
02/10,127.443924
02/11,127.90698
02/12,127.90114
02/13,127.68895
02/14,127.90282
02/15,127.86597
02/16,128.26346
02/17,127.92492
02/18,127.89408
02/19,127.71139
02/20,128.1065
02/21,128.19635
02/22,127.86056
02/23,128.19579
02/24,128.54266
02/25,128.48439
02/26,128.75433
02/27,128.74123
02/28,128.7733
02/29,131.37077
03/01,129.36783
03/02,129.52113
03/03,129.53108
03/04,129.75546
03/05,130.20058
03/06,130.34341
03/07,130.37956
03/08,130.62616
03/09,130.65842
03/10,130.79208
03/11,131.3096
03/12,131.3307
03/13,131.59749
03/14,131.88643
03/15,131.92761
03/16,131.82932
03/17,132.28506
03/18,132.3576
03/19,132.40547
03/20,132.79207
03/21,132.568
03/22,133.0073
03/23,132.89319
03/24,133.01582
03/25,133.27779
03/26,133.04683
03/27,133.44437
03/28,133.39043
03/29,133.66693
03/30,133.71709
03/31,133.48822
04/01,133.30676
04/02,133.13725
04/03,133.68167
04/04,133.54382
04/05,134.33879
04/06,133.84735
04/07,134.27264
04/08,134.22069
04/09,134.42796
04/10,134.46608
04/11,134.14038
04/12,134.09682
04/13,134.02785
04/14,134.0744
04/15,133.94527
04/16,134.29317
04/17,134.02368
04/18,134.07552
04/19,134.2628
04/20,134.16429
04/21,134.3327
04/22,134.36377
04/23,134.02734
04/24,134.42186
04/25,134.54251
04/26,134.48674
04/27,134.66808
04/28,134.495
04/29,134.70007
04/30,134.51164
05/01,134.92384
05/02,134.69514
05/03,134.98994
05/04,135.26106
05/05,135.2616
05/06,134.9494
05/07,135.60371
05/08,135.90416
05/09,135.58386
05/10,136.22118
05/11,136.17363
05/12,135.88367
05/13,136.27414
05/14,136.10422
05/15,136.21454
05/16,136.05786
05/17,136.12666
05/18,136.13077
05/19,136.2339
05/20,136.03432
05/21,135.99294
05/22,135.80286
05/23,135.77026
05/24,136.12123
05/25,136.05872
05/26,135.88326
05/27,135.9469
05/28,136.11292
05/29,136.03032
05/30,135.87305
05/31,135.79236
06/01,136.02095
06/02,136.2353
06/03,136.16006
06/04,136.31111
06/05,136.1235
06/06,135.94221
06/07,135.90668
06/08,135.7536
06/09,135.84071
06/10,135.47905
06/11,135.49568
06/12,135.37349
06/13,135.42615
06/14,135.29341
06/15,135.24478
06/16,135.02327
06/17,135.03363
06/18,135.00371
06/19,134.96613
06/20,134.79668
06/21,135.07335
06/22,134.89497
06/23,134.77104
06/24,134.55042
06/25,134.64493
06/26,134.37569
06/27,134.19795
06/28,134.12463
06/29,134.28265
06/30,133.88165
07/01,133.3903
07/02,133.16737
07/03,133.08887
07/04,133.04138
07/05,132.76299
07/06,132.4421
07/07,132.53122
07/08,132.37672
07/09,132.23805
07/10,132.2541
07/11,131.791
07/12,132.41165
07/13,132.10727
07/14,131.56284
07/15,132.01721
07/16,131.5809
07/17,131.49167
07/18,131.64737
07/19,131.2511
07/20,131.2
07/21,131.12234
07/22,130.78549
07/23,130.53615
07/24,130.55386
07/25,130.42186
07/26,130.27495
07/27,130.76784
07/28,130.33115
07/29,130.18137
07/30,130.20406
07/31,129.9883
08/01,129.70218
08/02,129.94995
08/03,129.85933
08/04,129.7248
08/05,129.70259
08/06,129.78958
08/07,129.53903
08/08,129.47299
08/09,129.21663
08/10,129.21773
08/11,129.01186
08/12,128.77142
08/13,128.96873
08/14,128.90411
08/15,129.0642
08/16,128.85338
08/17,128.42563
08/18,128.53632
08/19,128.21709
08/20,128.10979
08/21,128.16754
08/22,127.91992
08/23,127.72485
08/24,128.02414
08/25,127.523964
08/26,127.67744
08/27,127.88211
08/28,127.78064
08/29,127.59249
08/30,127.88749
08/31,127.82422
09/01,127.88337
09/02,127.85885
09/03,127.560265
09/04,127.66556
09/05,127.492256
09/06,127.572845
09/07,127.68168
09/08,127.419556
09/09,127.65327
09/10,127.77893
09/11,127.38702
09/12,127.96976
09/13,127.80428
09/14,127.93857
09/15,127.96701
09/16,127.97763
09/17,128.11456
09/18,127.8892
09/19,128.3173
09/20,128.04782
09/21,128.318
09/22,128.32883
09/23,128.20204
09/24,128.21576
09/25,128.04172
09/26,128.23546
09/27,128.22551
09/28,127.857506
09/29,127.90918
09/30,127.966675
10/01,127.81405
10/02,128.05705
10/03,127.80767
10/04,127.564224
10/05,127.688286
10/06,127.198135
10/07,127.47489
10/08,127.06117
10/09,127.20642
10/10,126.9683
10/11,127.12097
10/12,126.7025
10/13,126.754486
10/14,127.114555
10/15,126.62802
10/16,126.564156
10/17,126.37884
10/18,126.394745
10/19,126.40709
10/20,125.95914
10/21,126.04217
10/22,125.77295
10/23,125.909546
10/24,125.83381
10/25,125.84762
10/26,126.02884
10/27,125.85946
10/28,126.072685
10/29,126.189896
10/30,125.98473
10/31,126.02533
11/01,126.05579
11/02,125.89334
11/03,126.32342
11/04,126.47747
11/05,126.28356
11/06,126.43219
11/07,126.81461
11/08,126.863144
11/09,126.355736
11/10,126.88527
11/11,126.630295
11/12,126.38781
11/13,126.70481
11/14,126.659676
11/15,126.34562
11/16,126.82092
11/17,126.545
11/18,126.29852
11/19,126.56689
11/20,126.506386
11/21,126.77099
11/22,126.671524
11/23,126.591484
11/24,126.66705
11/25,126.5388
11/26,126.62712
11/27,126.25888
11/28,126.435356
11/29,126.264366
11/30,126.38595
12/01,126.088165
12/02,126.29328
12/03,126.65592
12/04,126.25387
12/05,126.948456
12/06,127.3534
12/07,127.147385
12/08,125.56134
12/09,125.33464
12/10,125.38068
12/11,125.32802
12/12,125.10007
12/13,125.03974
12/14,124.933556
12/15,124.71567
12/16,124.56809
12/17,124.87882
12/18,123.622
12/19,123.61505
12/20,123.42166
12/21,123.54474
12/22,123.398506
12/23,123.3847
12/24,123.372314
12/25,123.07554
12/26,123.42588
12/27,123.1611
12/28,123.36958
12/29,123.220146
12/30,123.00098
12/31,123.575226
